,0
40620,21
40621,24
40622,21
40623,24
40624,22
40625,21
40626,24
40627,24
40628,21
40629,21
40630,3
40631,2
40632,3
40633,24
40634,22
40635,8
40636,15
40637,22
40638,11
40639,8
40640,4
40641,24
40642,24
40643,20
40644,20
40645,20
40646,2
40647,2
40648,24
40649,24
40650,21
40651,21
40652,24
40653,15
40654,5
40655,21
40656,7
40657,6
40658,22
40659,22
40660,21
40661,21
40662,21
40663,21
40664,22
40665,24
40666,21
40667,22
40668,21
40669,21
40670,21
40671,21
40672,24
40673,21
40674,22
40675,21
40676,24
40677,4
40678,28
40679,28
40680,28
40681,1
40682,24
40683,21
40684,4
40685,28
40686,24
40687,24
40688,21
40689,24
40690,21
40691,6
40692,24
40693,24
40694,24
40695,5
40696,11
40697,24
40698,24
40699,4
40700,5
40701,24
40702,28
40703,28
40704,4
40705,14
40706,24
40707,15
40708,22
40709,15
40710,5
40711,20
40712,20
40713,20
40714,2
40715,2
40716,28
40717,24
40718,5
40719,7
40720,4
40721,24
40722,24
40723,11
40724,4
40725,27
40726,5
40727,21
40728,16
40729,21
40730,21
40731,21
40732,11
40733,27
40734,13
40735,24
40736,24
40737,11
40738,24
40739,21
40740,21
40741,21
40742,2
40743,3
40744,24
40745,24
40746,21
40747,27
40748,21
40749,27
40750,24
40751,15
40752,24
40753,21
40754,22
40755,21
40756,21
40757,21
40758,21
40759,24
40760,22
40761,22
40762,24
40763,2
40764,20
40765,4
40766,22
40767,21
40768,21
40769,21
40770,22
40771,21
40772,21
40773,21
40774,24
40775,22
40776,21
40777,21
40778,24
40779,24
40780,27
40781,11
40782,21
40783,21
40784,13
40785,27
40786,5
40787,24
40788,21
40789,24
40790,24
40791,21
40792,21
40793,24
40794,22
40795,15
40796,6
40797,2
40798,3
40799,24
40800,24
40801,24
40802,21
40803,24
40804,21
40805,22
40806,21
40807,21
40808,21
40809,15
40810,21
40811,22
40812,21
40813,21
40814,21
40815,22
40816,27
40817,4
40818,21
40819,11
40820,20
40821,20
40822,2
40823,21
40824,27
40825,6
40826,21
40827,24
40828,24
40829,1
40830,24
40831,4
40832,13
40833,24
40834,21
40835,24
40836,4
40837,5
40838,1
40839,24
40840,4
40841,21
40842,24
40843,21
40844,24
40845,24
40846,28
40847,28
40848,24
40849,21
40850,21
40851,28
40852,14
40853,4
40854,21
40855,24
40856,21
40857,21
40858,21
40859,21
40860,22
40861,21
40862,21
40863,21
40864,24
40865,22
40866,21
40867,21
40868,21
40869,21
40870,22
40871,22
40872,28
40873,28
40874,28
40875,28
40876,28
40877,28
40878,25
40879,24
40880,24
40881,24
40882,6
40883,23
40884,24
40885,28
40886,5
40887,2
40888,2
40889,20
40890,20
40891,20
40892,0
40893,5
40894,21
40895,5
40896,4
40897,5
40898,15
40899,22
40900,15
40901,24
40902,27
40903,4
40904,5
40905,24
40906,24
40907,11
40908,27
40909,11
40910,5
40911,21
40912,21
40913,21
40914,16
40915,16
40916,11
40917,4
40918,7
40919,5
40920,4
40921,21
40922,24
40923,24
40924,4
40925,11
40926,21
40927,24
40928,21
40929,21
40930,24
40931,20
40932,1
40933,7
40934,12
40935,2
40936,2
40937,20
40938,24
40939,24
40940,24
40941,15
40942,22
40943,15
40944,21
40945,21
40946,24
40947,21
40948,21
40949,22
40950,21
40951,21
40952,21
40953,21
40954,22
40955,21
40956,21
40957,22
40958,21
40959,21
40960,21
40961,21
40962,11
40963,27
40964,24
40965,21
40966,27
40967,25
40968,21
40969,24
40970,15
40971,24
40972,24
40973,4
40974,7
40975,2
40976,2
40977,20
40978,21
40979,24
40980,24
40981,21
40982,24
40983,21
40984,21
40985,21
40986,21
40987,21
40988,22
40989,24
40990,21
40991,21
40992,21
40993,22
40994,21
40995,21
40996,21
40997,21
40998,24
40999,22
41000,21
41001,24
41002,27
41003,21
41004,24
41005,12
41006,5
41007,4
41008,1
41009,21
41010,27
41011,8
41012,8
41013,22
41014,22
41015,15
41016,13
41017,21
41018,21
41019,21
41020,24
41021,24
41022,24
41023,24
41024,24
41025,13
41026,13
41027,24
41028,24
41029,27
41030,11
41031,1
41032,21
41033,24
41034,25
41035,21
41036,24
41037,20
41038,20
41039,20
41040,2
41041,2
41042,20
41043,24
41044,27
41045,24
41046,21
41047,24
41048,21
41049,7
41050,11
41051,6
41052,21
41053,21
41054,21
41055,5
41056,24
41057,21
41058,11
41059,24
41060,24
41061,21
41062,10
41063,15
41064,22
41065,24
41066,22
41067,22
41068,21
41069,21
41070,21
41071,21
41072,22
41073,24
41074,21
41075,21
41076,21
41077,22
41078,21
41079,21
41080,21
41081,21
41082,21
41083,24
41084,21
41085,22
41086,21
41087,24
41088,26
41089,26
41090,26
41091,26
41092,26
41093,26
41094,26
41095,26
41096,26
41097,26
41098,26
41099,26
41100,26
41101,26
41102,26
41103,26
41104,26
41105,26
41106,26
41107,26
41108,26
41109,26
41110,26
41111,26
41112,26
41113,26
41114,26
41115,26
41116,26
41117,26
41118,26
41119,26
41120,26
41121,26
41122,26
41123,26
41124,26
41125,26
41126,26
41127,26
41128,26
41129,26
41130,26
41131,26
41132,26
41133,26
41134,26
41135,26
41136,26
41137,26
41138,26
41139,26
41140,26
41141,26
41142,26
41143,26
41144,26
41145,26
41146,26
41147,26
41148,26
41149,26
41150,26
41151,26
41152,26
41153,26
41154,26
41155,26
41156,26
41157,26
41158,26
41159,26
41160,26
41161,26
41162,26
41163,26
41164,26
41165,26
41166,26
41167,26
41168,26
41169,26
41170,26
41171,26
41172,26
41173,26
41174,26
41175,26
41176,26
41177,26
41178,26
41179,26
41180,26
41181,26
41182,26
41183,26
41184,26
41185,26
41186,26
41187,26
41188,26
41189,26
41190,26
41191,26
41192,26
41193,26
41194,26
41195,26
41196,26
41197,26
41198,26
41199,26
41200,26
41201,26
41202,26
41203,26
41204,26
41205,26
41206,26
41207,26
41208,26
41209,26
41210,26
41211,26
41212,26
41213,26
41214,26
41215,26
41216,26
41217,26
41218,26
41219,26
41220,26
41221,26
41222,26
41223,26
41224,26
41225,26
41226,26
41227,26
41228,26
41229,26
41230,26
41231,26
41232,26
41233,26
41234,26
41235,26
41236,26
41237,26
41238,26
41239,26
41240,26
41241,26
41242,26
41243,26
41244,26
41245,26
41246,26
41247,26
41248,26
41249,26
41250,26
41251,26
41252,26
41253,26
41254,26
41255,26
41256,26
41257,26
41258,26
41259,26
41260,26
41261,26
41262,26
41263,26
41264,26
41265,26
41266,26
41267,26
41268,26
41269,26
41270,26
41271,26
41272,26
41273,26
41274,26
41275,26
41276,26
41277,26
41278,26
41279,26
41280,26
41281,26
41282,26
41283,26
41284,26
41285,26
41286,24
41287,24
41288,1
41289,4
41290,2
41291,20
41292,20
41293,20
41294,24
41295,24
41296,11
41297,24
41298,4
41299,7
41300,25
41301,27
41302,11
41303,21
41304,24
41305,24
41306,24
41307,16
41308,21
41309,21
41310,21
41311,11
41312,21
41313,21
41314,24
41315,12
41316,21
41317,24
41318,15
41319,22
41320,15
41321,24
41322,6
41323,24
41324,24
41325,22
41326,22
41327,21
41328,21
41329,21
41330,21
41331,21
41332,22
41333,24
41334,21
41335,21
41336,21
41337,22
41338,21
41339,21
41340,21
41341,21
41342,21
41343,24
41344,21
41345,21
41346,21
41347,24
41348,28
41349,24
41350,11
41351,24
41352,28
41353,18
41354,28
41355,28
41356,28
41357,21
41358,5
41359,4
41360,27
41361,11
41362,4
41363,24
41364,5
41365,4
41366,7
41367,4
41368,23
41369,21
41370,24
41371,21
41372,5
41373,24
41374,24
41375,28
41376,28
41377,24
41378,21
41379,21
41380,21
41381,24
41382,21
41383,21
41384,21
41385,21
41386,22
41387,21
41388,21
41389,21
41390,24
41391,22
41392,21
41393,21
41394,21
41395,21
41396,22
41397,22
41398,27
41399,11
41400,5
41401,21
41402,21
41403,21
41404,16
41405,16
41406,28
41407,24
41408,24
41409,6
41410,24
41411,28
41412,5
41413,2
41414,2
41415,20
41416,20
41417,20
41418,24
41419,5
41420,5
41421,15
41422,22
41423,15
41424,24
41425,24
41426,24
41427,11
41428,5
41429,28
41430,14
41431,4
41432,28
41433,28
41434,25
41435,24
41436,4
41437,4
41438,21
41439,24
41440,4
41441,1
41442,24
41443,24
41444,24
41445,13
41446,24
41447,21
41448,21
41449,27
41450,21
41451,24
41452,24
41453,24
41454,2
41455,2
41456,20
41457,24
41458,4
41459,24
41460,21
41461,13
41462,20
41463,24
41464,21
41465,15
41466,22
41467,24
41468,22
41469,22
41470,21
41471,21
41472,21
41473,21
41474,22
41475,24
41476,21
41477,21
41478,21
41479,21
41480,21
41481,21
41482,21
41483,21
41484,22
41485,24
41486,21
41487,27
41488,1
41489,24
41490,21
41491,21
41492,24
41493,20
41494,20
41495,1
41496,13
41497,11
41498,27
41499,24
41500,21
41501,11
41502,21
41503,4
41504,24
41505,24
41506,21
41507,24
41508,6
41509,24
41510,24
41511,21
41512,21
41513,22
41514,21
41515,24
41516,21
41517,21
41518,22
41519,21
41520,21
41521,24
41522,22
41523,21
41524,21
41525,21
41526,21
41527,22
41528,24
41529,15
41530,22
41531,15
41532,24
41533,20
41534,20
41535,20
41536,2
41537,2
41538,24
41539,24
41540,27
41541,24
41542,13
41543,24
41544,15
41545,22
41546,15
41547,24
41548,22
41549,21
41550,21
41551,21
41552,21
41553,22
41554,24
41555,21
41556,21
41557,22
41558,21
41559,21
41560,24
41561,21
41562,22
41563,21
41564,21
41565,24
41566,24
41567,6
41568,21
41569,21
41570,11
41571,21
41572,24
41573,24
41574,24
41575,27
41576,11
41577,24
41578,4
41579,20
41580,20
41581,20
41582,2
41583,2
41584,27
41585,21
41586,24
41587,24
41588,24
41589,24
41590,24
41591,24
41592,4
41593,21
41594,24
41595,21
41596,21
41597,20
41598,2
41599,24
41600,21
41601,20
41602,20
41603,21
41604,11
41605,15
41606,22
41607,15
41608,24
41609,22
41610,22
41611,21
41612,21
41613,21
41614,22
41615,21
41616,21
41617,24
41618,21
41619,22
41620,21
41621,21
41622,21
41623,21
41624,21
41625,21
41626,13
41627,13
41628,11
41629,6
41630,21
41631,24
41632,24
41633,21
41634,21
41635,27
41636,1
41637,21
41638,24
41639,7
41640,4
41641,25
41642,21
41643,24
41644,21
41645,24
41646,21
41647,21
41648,24
41649,6
41650,20
41651,7
41652,12
41653,2
41654,2
41655,20
41656,24
41657,24
41658,22
41659,24
41660,15
41661,22
41662,15
41663,21
41664,21
41665,24
41666,21
41667,21
41668,22
41669,21
41670,21
41671,21
41672,21
41673,22
41674,21
41675,21
41676,21
41677,24
41678,22
41679,21
41680,21
41681,21
41682,21
41683,11
41684,27
41685,11
41686,4
41687,21
41688,24
41689,24
41690,24
41691,21
41692,27
41693,24
41694,24
41695,24
41696,11
41697,24
41698,27
41699,24
41700,11
41701,24
41702,4
41703,24
41704,22
41705,15
41706,8
41707,21
41708,21
41709,24
41710,21
41711,21
41712,22
41713,21
41714,21
41715,21
41716,21
41717,21
41718,21
41719,22
41720,21
41721,21
41722,21
41723,21
41724,22
41725,22
41726,24
41727,24
41728,24
41729,24
41730,27
41731,27
41732,21
41733,21
41734,2
41735,20
41736,20
41737,24
41738,1
41739,24
41740,21
41741,24
41742,24
41743,24
41744,24
41745,21
41746,21
41747,21
41748,21
41749,21
41750,21
41751,24
41752,21
41753,21
41754,24
41755,24
41756,21
41757,21
41758,24
41759,24
41760,24
41761,15
41762,16
41763,21
41764,24
41765,24
41766,3
41767,3
41768,3
41769,3
41770,2
41771,3
41772,8
41773,8
41774,27
41775,24
41776,24
41777,11
41778,15
41779,24
41780,24
41781,24
41782,5
41783,16
41784,7
41785,1
41786,5
41787,21
41788,24
41789,24
41790,21
41791,27
41792,11
41793,6
41794,24
41795,24
41796,22
41797,24
41798,22
41799,8
41800,8
41801,21
41802,21
41803,21
41804,21
41805,22
41806,21
41807,21
41808,21
41809,22
41810,21
41811,21
41812,21
41813,24
41814,22
41815,21
41816,24
41817,4
41818,4
41819,11
41820,2
41821,20
41822,20
41823,21
41824,24
41825,12
41826,24
41827,21
41828,22
41829,21
41830,24
41831,21
41832,21
41833,21
41834,21
41835,22
41836,21
41837,21
41838,21
41839,22
41840,21
41841,21
41842,21
41843,21
41844,21
41845,24
41846,24
41847,24
41848,15
41849,21
41850,22
41851,15
41852,24
41853,21
41854,27
41855,11
41856,24
41857,21
41858,24
41859,27
41860,4
41861,4
41862,1
41863,21
41864,21
41865,7
41866,21
41867,13
41868,20
41869,2
41870,8
41871,22
41872,22
41873,24
41874,11
41875,0
41876,6
41877,11
41878,6
41879,24
41880,24
41881,21
41882,21
41883,21
41884,21
41885,22
41886,24
41887,21
41888,21
41889,21
41890,22
41891,21
41892,21
41893,21
41894,21
41895,21
41896,24
41897,21
41898,24
41899,22
41900,21
41901,21
41902,24
41903,24
41904,21
41905,24
41906,1
41907,22
41908,22
41909,11
41910,24
41911,27
41912,27
41913,21
41914,24
41915,24
41916,21
41917,21
41918,21
41919,24
41920,24
41921,21
41922,24
41923,15
41924,22
41925,15
41926,2
41927,2
41928,20
41929,20
41930,20
41931,24
41932,4
41933,21
41934,5
41935,13
41936,13
41937,6
41938,6
41939,21
41940,24
41941,11
41942,27
41943,11
41944,24
41945,21
41946,21
41947,27
41948,24
41949,24
41950,5
41951,24
41952,1
41953,24
41954,21
41955,11
41956,4
41957,21
41958,24
41959,2
41960,2
41961,20
41962,20
41963,24
41964,5
41965,21
41966,21
41967,21
41968,4
41969,4
41970,7
41971,15
41972,22
41973,15
41974,24
41975,22
41976,22
41977,8
41978,8
41979,21
41980,21
41981,21
41982,21
41983,21
41984,22
41985,24
41986,21
41987,21
41988,21
41989,22
41990,21
41991,21
41992,24
41993,21
41994,24
41995,22
41996,21
41997,24
41998,24
41999,24
42000,11
42001,21
42002,27
42003,24
42004,24
42005,5
42006,24
42007,6
42008,6
42009,11
42010,27
42011,24
42012,21
42013,4
42014,7
42015,1
42016,24
42017,21
42018,15
42019,22
42020,15
42021,24
42022,22
42023,22
42024,8
42025,8
42026,21
42027,21
42028,21
42029,21
42030,21
42031,22
42032,24
42033,21
42034,21
42035,21
42036,22
42037,21
42038,21
42039,24
42040,21
42041,24
42042,22
42043,21
42044,24
42045,24
42046,24
42047,21
42048,24
42049,5
42050,21
42051,13
42052,13
42053,11
42054,4
42055,2
42056,2
42057,20
42058,20
42059,24
42060,21
42061,21
42062,21
42063,4
42064,24
42065,5
42066,20
42067,20
42068,20
42069,2
42070,11
42071,24
42072,15
42073,22
42074,15
42075,24
42076,27
42077,21
42078,27
42079,24
42080,24
42081,1
42082,21
42083,4
42084,24
42085,21
42086,24
42087,21
42088,24
42089,11
42090,22
42091,22
42092,24
42093,24
42094,21
42095,21
42096,22
42097,24
42098,21
42099,24
42100,21
42101,21
42102,21
42103,21
42104,21
42105,22
42106,21
42107,21
42108,21
42109,24
42110,22
42111,21
42112,21
42113,21
42114,21
42115,24
42116,24
42117,6
42118,21
42119,21
42120,21
42121,24
42122,24
42123,24
42124,21
42125,24
42126,15
42127,4
42128,5
42129,21
42130,24
42131,24
42132,24
42133,11
42134,21
42135,21
42136,6
42137,4
42138,11
42139,20
42140,22
42141,15
42142,21
42143,11
42144,27
42145,27
42146,1
42147,13
42148,24
42149,21
42150,22
42151,22
42152,8
42153,8
42154,21
42155,21
42156,21
42157,21
42158,22
42159,24
42160,21
42161,21
42162,21
42163,22
42164,21
42165,21
42166,21
42167,21
42168,24
42169,21
42170,22
42171,21
42172,21
42173,24
42174,1
42175,24
42176,21
42177,21
42178,24
42179,5
42180,21
42181,11
42182,4
42183,2
42184,2
42185,20
42186,20
42187,24
42188,21
42189,21
42190,21
42191,4
42192,7
42193,11
42194,4
42195,24
42196,15
42197,22
42198,15
42199,24
42200,22
42201,22
42202,8
42203,8
42204,21
42205,21
42206,21
42207,21
42208,22
42209,24
42210,21
42211,21
42212,21
42213,22
42214,21
42215,21
42216,24
42217,21
42218,24
42219,22
42220,21
42221,24
42222,24
42223,24
42224,21
42225,27
42226,24
42227,24
42228,24
42229,6
42230,5
42231,13
42232,13
42233,6
42234,11
42235,27
42236,24
42237,21
42238,24
42239,25
42240,21
42241,24
42242,12
42243,21
42244,1
42245,2
42246,3
42247,21
42248,21
42249,21
42250,27
42251,24
42252,27
42253,24
42254,21
42255,24
42256,24
42257,24
42258,13
42259,24
42260,22
42261,22
42262,24
42263,15
42264,22
42265,15
42266,24
42267,24
42268,4
42269,8
42270,21
42271,21
42272,21
42273,21
42274,21
42275,22
42276,24
42277,21
42278,21
42279,21
42280,22
42281,21
42282,21
42283,21
42284,21
42285,24
42286,22
42287,21
42288,24
42289,21
42290,24
42291,24
42292,1
42293,5
42294,24
42295,21
42296,15
42297,22
42298,15
42299,24
42300,22
42301,22
42302,21
42303,21
42304,21
42305,21
42306,21
42307,22
42308,24
42309,21
42310,21
42311,21
42312,21
42313,21
42314,21
42315,21
42316,24
42317,21
42318,24
42319,22
42320,21
42321,24
42322,21
42323,13
42324,6
42325,21
42326,24
42327,27
42328,21
42329,24
42330,10
42331,24
42332,21
42333,21
42334,24
42335,24
42336,27
42337,24
42338,2
42339,20
42340,20
42341,4
42342,7
42343,5
42344,11
42345,4
42346,2
42347,2
42348,20
42349,20
42350,24
42351,11
42352,21
42353,21
42354,21
42355,4
42356,24
42357,21
42358,27
42359,4
42360,7
42361,24
42362,24
42363,5
42364,24
42365,6
42366,15
42367,22
42368,15
42369,24
42370,22
42371,22
42372,8
42373,8
42374,21
42375,21
42376,21
42377,21
42378,21
42379,22
42380,24
42381,21
42382,21
42383,21
42384,22
42385,21
42386,21
42387,24
42388,21
42389,24
42390,22
42391,21
42392,24
42393,24
42394,24
42395,6
42396,11
42397,27
42398,5
42399,13
42400,13
42401,24
42402,21
42403,24
42404,21
42405,21
42406,24
42407,21
42408,8
42409,22
42410,22
42411,21
42412,21
42413,21
42414,27
42415,24
42416,24
42417,15
42418,22
42419,15
42420,24
42421,21
42422,21
42423,24
42424,24
42425,21
42426,1
42427,13
42428,21
42429,21
42430,24
42431,24
42432,21
42433,22
42434,24
42435,21
42436,21
42437,21
42438,21
42439,21
42440,22
42441,21
42442,24
42443,22
42444,13
42445,7
42446,2
42447,21
42448,21
42449,21
42450,21
42451,21
42452,4
42453,11
42454,24
42455,27
42456,21
42457,24
42458,24
42459,20
42460,20
42461,2
42462,24
42463,24
42464,21
42465,27
42466,8
42467,22
42468,22
42469,21
42470,24
42471,1
42472,21
42473,21
42474,24
42475,21
42476,7
42477,11
42478,6
42479,24
42480,21
42481,11
42482,21
42483,13
42484,27
42485,2
42486,12
42487,24
42488,4
42489,21
42490,21
42491,21
42492,22
42493,24
42494,21
42495,22
42496,21
42497,21
42498,21
42499,21
42500,21
42501,24
42502,22
42503,21
42504,24
42505,24
42506,24
42507,21
42508,24
42509,24
42510,15
42511,22
42512,24
42513,15
42514,24
42515,21
42516,2
42517,20
42518,20
42519,13
42520,24
42521,15
42522,22
42523,15
42524,24
42525,21
42526,24
42527,24
42528,24
42529,11
42530,24
42531,21
42532,24
42533,27
42534,13
42535,2
42536,20
42537,24
42538,21
42539,11
42540,6
42541,24
42542,21
42543,7
42544,13
42545,24
42546,24
42547,24
42548,27
42549,21
42550,22
42551,22
42552,21
42553,21
42554,21
42555,21
42556,21
42557,22
42558,21
42559,24
42560,21
42561,22
42562,21
42563,24
42564,21
42565,21
42566,21
42567,21
42568,1
42569,24
42570,21
42571,21
42572,21
42573,4
42574,24
42575,5
42576,21
42577,21
42578,21
42579,22
42580,24
42581,21
42582,21
42583,22
42584,21
42585,21
42586,21
42587,21
42588,22
42589,22
42590,28
42591,4
42592,5
42593,4
42594,11
42595,21
42596,24
42597,24
42598,24
42599,6
42600,4
42601,7
42602,1
42603,4
42604,24
42605,5
42606,28
42607,2
42608,2
42609,20
42610,20
42611,0
42612,5
42613,28
42614,28
42615,28
42616,28
42617,5
42618,15
42619,22
42620,15
42621,24
42622,23
42623,27
42624,11
42625,5
42626,21
42627,21
42628,21
42629,16
42630,16
42631,28
42632,24
42633,24
42634,11
42635,14
42636,4
42637,28
42638,5
42639,5
42640,28
42641,25
42642,24
42643,21
42644,4
42645,27
42646,24
42647,24
42648,21
42649,5
42650,24
42651,24
42652,28
42653,28
42654,24
42655,21
42656,21
42657,21
42658,24
42659,21
42660,21
42661,23
42662,24
42663,28
42664,2
42665,2
42666,20
42667,20
42668,20
42669,7
42670,4
42671,27
42672,11
42673,21
42674,21
42675,21
42676,16
42677,11
42678,16
42679,28
42680,14
42681,4
42682,4
42683,5
42684,1
42685,24
42686,21
42687,4
42688,24
42689,4
42690,21
42691,24
42692,21
42693,24
42694,24
42695,28
42696,28
42697,24
42698,21
42699,21
42700,21
42701,24
42702,21
42703,21
42704,21
42705,21
42706,22
42707,21
42708,21
42709,21
42710,24
42711,22
42712,21
42713,21
42714,21
42715,21
42716,22
42717,22
42718,24
42719,25
42720,28
42721,5
42722,24
42723,15
42724,22
42725,15
42726,5
42727,11
42728,24
42729,24
42730,28
42731,28
42732,28
42733,28
42734,24
42735,24
42736,6
42737,21
42738,4
42739,27
42740,5
42741,24
42742,5
42743,24
42744,21
42745,24
42746,21
42747,21
42748,4
42749,5
42750,4
42751,5
42752,24
42753,24
42754,28
42755,28
42756,24
42757,21
42758,21
42759,21
42760,24
42761,5
42762,4
42763,27
42764,21
42765,24
42766,21
42767,21
42768,21
42769,21
42770,22
42771,21
42772,21
42773,21
42774,24
42775,22
42776,21
42777,21
42778,21
42779,21
42780,22
42781,22
42782,28
42783,1
42784,24
42785,5
42786,4
42787,11
42788,4
42789,7
42790,28
42791,28
42792,28
42793,28
42794,24
42795,24
42796,6
42797,24
42798,28
42799,2
42800,2
42801,20
42802,20
42803,0
42804,5
42805,23
42806,5
42807,15
42808,22
42809,15
42810,24
42811,28
42812,14
42813,4
42814,27
42815,11
42816,5
42817,28
42818,28
42819,25
42820,24
42821,24
42822,11
42823,21
42824,21
42825,21
42826,16
42827,16
42828,4
42829,5
42830,4
42831,21
42832,5
42833,21
42834,24
42835,24
42836,21
42837,4
42838,27
42839,1
42840,24
42841,21
42842,5
42843,24
42844,24
42845,28
42846,28
42847,24
42848,5
42849,4
42850,24
42851,21
42852,21
42853,21
42854,24
42855,21
42856,21
42857,21
42858,21
42859,22
42860,21
42861,21
42862,21
42863,24
42864,22
42865,21
42866,21
42867,21
42868,21
42869,22
42870,22
42871,28
42872,11
42873,4
42874,7
42875,28
42876,28
42877,28
42878,28
42879,23
42880,24
42881,24
42882,6
42883,24
42884,28
42885,2
42886,2
42887,20
42888,20
42889,0
42890,5
42891,28
42892,14
42893,4
42894,28
42895,28
42896,24
42897,24
42898,11
42899,15
42900,22
42901,15
42902,24
42903,25
42904,24
42905,27
42906,11
42907,5
42908,21
42909,21
42910,21
42911,16
42912,16
42913,5
42914,21
42915,5
42916,4
42917,27
42918,4
42919,11
42920,4
42921,7
42922,22
42923,15
42924,15
42925,24
42926,28
42927,14
42928,4
42929,27
42930,11
42931,5
42932,21
42933,21
42934,16
42935,16
42936,21
42937,28
42938,28
42939,25
42940,24
42941,4
42942,5
42943,4
42944,21
42945,24
42946,1
42947,4
42948,28
42949,28
42950,28
42951,28
42952,23
42953,24
42954,24
42955,11
42956,5
42957,24
42958,24
42959,24
42960,28
42961,24
42962,21
42963,21
42964,21
42965,21
42966,21
42967,5
42968,24
42969,28
42970,24
42971,21
42972,21
42973,21
42974,21
42975,21
42976,22
42977,21
42978,21
42979,24
42980,22
42981,21
42982,21
42983,21
42984,22
42985,22
42986,28
42987,20
42988,5
42989,24
42990,24
42991,24
42992,28
42993,2
42994,2
42995,20
42996,0
42997,6
42998,14
42999,4
43000,21
43001,24
43002,27
43003,23
43004,24
43005,24
43006,11
43007,5
43008,21
43009,5
43010,4
43011,27
43012,4
43013,24
43014,5
43015,11
43016,4
43017,7
43018,28
43019,28
43020,28
43021,24
43022,4
43023,5
43024,4
43025,1
43026,4
43027,28
43028,28
43029,28
43030,28
43031,24
43032,21
43033,24
43034,21
43035,5
43036,24
43037,24
43038,28
43039,28
43040,24
43041,21
43042,21
43043,21
43044,24
43045,21
43046,21
43047,21
43048,21
43049,22
43050,21
43051,21
43052,21
43053,24
43054,22
43055,21
43056,21
43057,21
43058,21
43059,22
43060,22
43061,28
43062,24
43063,24
43064,6
43065,24
43066,28
43067,5
43068,2
43069,2
43070,20
43071,20
43072,0
43073,5
43074,15
43075,22
43076,15
43077,24
43078,27
43079,11
43080,5
43081,21
43082,21
43083,21
43084,16
43085,16
43086,21
43087,5
43088,5
43089,4
43090,27
43091,7
43092,4
43093,11
43094,24
43095,5
43096,24
43097,24
43098,24
43099,21
43100,24
43101,21
43102,5
43103,24
43104,24
43105,28
43106,28
43107,4
43108,28
43109,28
43110,24
43111,21
43112,21
43113,21
43114,24
43115,21
43116,21
43117,21
43118,21
43119,22
43120,21
43121,21
43122,21
43123,24
43124,22
43125,21
43126,21
43127,21
43128,21
43129,22
43130,22
43131,14
43132,28
43133,28
43134,23
43135,24
43136,24
43137,6
43138,28
43139,28
43140,28
43141,28
43142,24
43143,28
43144,2
43145,2
43146,20
43147,20
43148,0
43149,15
43150,22
43151,15
43152,24
43153,4
43154,1
43155,24
43156,24
43157,11
43158,24
43159,21
43160,27
43161,11
43162,5
43163,21
43164,21
43165,21
43166,4
43167,5
43168,5
43169,16
43170,16
43171,4
43172,26
43173,14
43174,4
43175,20
43176,20
43177,20
43178,23
43179,24
43180,24
43181,11
43182,5
43183,21
43184,5
43185,4
43186,27
43187,24
43188,21
43189,24
43190,21
43191,24
43192,5
43193,11
43194,5
43195,24
43196,24
43197,28
43198,28
43199,24
43200,21
43201,21
43202,21
43203,24
43204,21
43205,21
43206,21
43207,22
43208,21
43209,21
43210,21
43211,24
43212,22
43213,21
43214,21
43215,21
43216,21
43217,22
43218,22
43219,28
43220,4
43221,7
43222,24
43223,24
43224,6
43225,24
43226,28
43227,2
43228,2
43229,20
43230,20
43231,0
43232,5
43233,28
43234,14
43235,4
43236,5
43237,28
43238,28
43239,25
43240,24
43241,15
43242,22
43243,15
43244,24
43245,27
43246,11
43247,5
43248,21
43249,21
43250,21
43251,16
43252,16
43253,4
43254,4
43255,21
43256,24
43257,4
43258,25
43259,28
43260,28
43261,28
43262,28
43263,4
43264,4
43265,7
43266,4
43267,25
43268,1
43269,24
43270,5
43271,24
43272,24
43273,24
43274,23
43275,13
43276,13
43277,21
43278,24
43279,21
43280,24
43281,24
43282,21
43283,11
43284,21
43285,21
43286,21
43287,11
43288,21
43289,24
43290,24
43291,6
43292,5
43293,15
43294,22
43295,15
43296,24
43297,22
43298,22
43299,21
43300,21
43301,21
43302,21
43303,21
43304,22
43305,24
43306,21
43307,21
43308,21
43309,22
43310,21
43311,21
43312,21
43313,21
43314,21
43315,24
43316,21
43317,22
43318,21
43319,21
43320,24
43321,2
43322,2
43323,20
43324,20
43325,27
43326,12
43327,24
43328,24
43329,27
43330,24
43331,6
43332,24
43333,24
43334,27
43335,4
43336,11
43337,21
43338,21
43339,21
43340,21
43341,24
43342,24
43343,27
43344,24
43345,24
43346,24
43347,21
43348,11
43349,21
43350,12
43351,24
43352,24
43353,25
43354,4
43355,7
43356,24
43357,21
43358,21
43359,24
43360,21
43361,21
43362,21
43363,21
43364,21
43365,22
43366,21
43367,21
43368,22
43369,21
43370,21
43371,21
43372,21
43373,22
43374,22
43375,5
43376,24
43377,24
43378,22
43379,4
43380,14
43381,1
43382,20
43383,24
43384,21
43385,5
43386,20
43387,24
43388,24
43389,11
43390,5
43391,4
43392,4
43393,5
43394,18
43395,28
43396,7
43397,5
43398,5
43399,5
43400,5
43401,27
43402,28
43403,5
43404,16
43405,16
43406,27
43407,27
43408,24
43409,6
43410,24
43411,21
43412,21
43413,21
43414,11
43415,24
43416,11
43417,12
43418,21
